name,hostStar,period,separation,radius,mass,massProvenance,detectionMethod,discoveryYear,facility,temperature,density,eccentricity,insolation,starSpectralType,starTemperature,starRadius,starMass,distance,ra,dec,planetType
Kepler-763 c,Kepler-763,4.09667624,0.0466,1.42,,,transit-kepler,2023,Kepler,938.0,,0.0,182.9,,4999.0,0.843,0.8,962.459,292.1445534,47.1573604,super-earth
Kepler-763 d,Kepler-763,6.50327035,0.0634,1.67,,,transit-kepler,2023,Kepler,804.0,,0.0,98.81,,4999.0,0.843,0.8,962.459,292.1445534,47.1573604,super-earth
Kepler-764 b,Kepler-764,7.33683936,0.07186903269079772,1.64,,,transit-kepler,2016,Kepler,,,,,,5557.0,0.89,0.92,1047.84,297.3931183,47.1645814,super-earth
Kepler-765 b,Kepler-765,27.6655226,0.1819542492257481,2.43,,,transit-kepler,2016,Kepler,,,,,,5901.0,1.06,1.05,1076.28,283.1846044,47.1557114,neptune-like
Kepler-766 b,Kepler-766,6.10027804,0.06744822088277634,3.39,,,transit-kepler,2016,Kepler,,,,,,5992.0,1.15,1.1,2297.62,293.1845144,37.9698357,neptune-like
Kepler-767 b,Kepler-767,161.5280101,0.5726142565287975,6.64,,,transit-kepler,2016,Kepler,,,,,,5694.0,0.94,0.96,2251.03,291.5791562,38.0358066,cold-jupiter
Kepler-768 b,Kepler-768,11.3910025,0.09273686973313143,1.79,,,transit-kepler,2016,Kepler,,,,,,5108.0,0.78,0.82,784.56,294.1156858,38.3934378,super-earth
Kepler-769 b,Kepler-769,7.42608998,0.07893973100557518,2.92,,,transit-kepler,2016,Kepler,,,,,,6186.0,1.28,1.19,1169.57,292.7130925,38.3581685,neptune-like
Kepler-769 c,Kepler-769,15.9870174,0.1316135092959347,1.79,,,transit-kepler,2016,Kepler,,,,,,6186.0,1.28,1.19,1169.57,292.7130925,38.3581685,super-earth
Kepler-77 b,Kepler-77,3.57878087,0.04501,10.761,136.661,Mass,transit-kepler,2013,Kepler,1440.0,0.603,0.0,,G5 V,5520.0,0.99,0.95,639.411,289.6079433,44.3454347,hot-jupiter
Kepler-770 b,Kepler-770,18.92540274,0.13614840408140225,2.3,,,transit-kepler,2016,Kepler,,,,,,5598.0,0.92,0.94,930.457,286.4904589,38.374872,neptune-like
Kepler-770 c,Kepler-770,1.475322314,0.024845080535831395,1.2,,,transit-kepler,2016,Kepler,,,,,,5598.0,0.92,0.94,930.457,286.4904589,38.374872,rocky
Kepler-770 d,Kepler-770,4.15244722,0.049528124436518384,1.4,,,transit-kepler,2016,Kepler,,,,,,5598.0,0.92,0.94,930.457,286.4904589,38.374872,super-earth
Kepler-771 b,Kepler-771,8.73485836,0.08382807691809739,1.82,,,transit-kepler,2016,Kepler,,,,,,5906.0,1.05,1.03,1393.85,287.4441104,38.0884183,super-earth
Kepler-772 b,Kepler-772,12.99207337,0.1074321297056061,1.82,,,transit-kepler,2016,Kepler,,,,,,5714.0,1.11,0.98,1130.21,291.423582,38.2165603,super-earth
Kepler-773 b,Kepler-773,3.749100061,0.047852245015766036,1.43,,,transit-kepler,2016,Kepler,,,,,,5850.0,1.01,1.04,547.026,290.8846217,38.0575539,super-earth
Kepler-774 b,Kepler-774,11.0895723,0.11311397528688863,3.17,,,transit-kepler,2016,Kepler,,,,,,6403.0,2.42,1.57,917.804,291.0318604,38.211894,neptune-like
Kepler-775 b,Kepler-775,0.974868926,0.01871399939115908,1.19,,,transit-kepler,2016,Kepler,,,,,,5468.0,0.84,0.92,398.676,291.4332781,41.7033162,rocky
Kepler-776 b,Kepler-776,4.89718784,0.05303921112756355,1.28,,,transit-kepler,2016,Kepler,,,,,,5071.0,0.78,0.83,727.904,287.2726117,41.6356009,super-earth
Kepler-777 b,Kepler-777,5.72812599,0.052250552763738564,1.47,,,transit-kepler,2016,Kepler,,,,,,4043.0,0.56,0.58,443.106,282.7241098,44.3465098,super-earth
Kepler-778 b,Kepler-778,3.75574426,0.04407904716389942,1.68,,,transit-kepler,2016,Kepler,,,,,,5102.0,0.77,0.81,938.168,287.4774867,44.2374702,super-earth
Kepler-779 b,Kepler-779,7.09714223,0.05579322514616034,0.92,,,transit-kepler,2016,Kepler,,,,,,3804.0,0.44,0.46,283.155,285.6285208,44.3107855,rocky
Kepler-78 b,Kepler-78,0.35500745,0.00901,1.201,1.68,Mass,transit-kepler,2013,Kepler,2223.0,5.33,0.0,4070.0,,5058.0,0.7475,0.779,124.376,293.7419543,44.4482521,rocky
Kepler-780 b,Kepler-780,0.677375164,0.015144902704444341,0.89,,,transit-kepler,2016,Kepler,,,,,,5769.0,1.02,1.01,557.652,281.7663511,44.2924898,rocky
Kepler-781 b,Kepler-781,13.2140732,0.1019669264524389,2.89,,,transit-kepler,2016,Kepler,,,,,,5162.0,0.78,0.81,1064.47,287.6535874,47.4147762,neptune-like
Kepler-782 b,Kepler-782,158.6853308,0.5697789446933427,3.21,,,transit-kepler,2016,Kepler,,,,,,5867.0,1.01,0.98,446.844,288.868246,47.75947,neptune-like
Kepler-783 b,Kepler-783,4.29264638,0.050456552729352885,0.78,,,transit-kepler,2016,Kepler,,,,,,5521.0,0.89,0.93,516.09,291.0628615,47.484789,rocky
Kepler-783 c,Kepler-783,7.05395,0.07051324795337191,2.33153725,,,transit-kepler,2020,Kepler,,,,,,5411.49,0.872088,0.94,516.09,291.0628615,47.484789,neptune-like
Kepler-784 b,Kepler-784,31.5922646,0.19558116214028054,1.58,,,transit-kepler,2016,Kepler,,,,,,5674.0,1.32,1.0,1303.72,295.9206663,47.4486164,super-earth
Kepler-784 c,Kepler-784,17.157236,0.1309,1.55,,,transit-kepler,2023,Kepler,844.0,,0.0,119.87,,5676.0,1.487,1.016,1303.72,295.9206663,47.4486164,super-earth
Kepler-785 b,Kepler-785,1.973760926,0.02822494623988384,13.02,,,transit-kepler,2016,Kepler,,,,,,4739.0,0.71,0.77,642.051,292.0683108,38.8422004,hot-jupiter
Kepler-786 b,Kepler-786,53.5293487,0.259117152668973,2.43,,,transit-kepler,2016,Kepler,,,,,,4838.0,0.74,0.81,485.318,293.7439223,38.9392217,neptune-like
Kepler-787 b,Kepler-787,0.928310498,0.016132678423837317,1.28,,,transit-kepler,2016,Kepler,,,,,,4248.0,0.62,0.65,503.568,291.6924773,38.5729105,super-earth
Kepler-788 b,Kepler-788,8.39846269,0.08496219257210394,2.55,,,transit-kepler,2016,Kepler,,,,,,6159.0,1.23,1.16,1775.8,290.0004154,38.5398551,neptune-like
Kepler-789 b,Kepler-789,8.63847725,0.08266819161034765,2.12,,,transit-kepler,2016,Kepler,,,,,,5870.0,1.02,1.01,1480.16,295.9751549,38.9466396,sub-neptune
Kepler-79 b,Kepler-79,13.4845,0.117,3.47,10.9,Mass,transit-kepler,2012,Kepler,,1.43,0.015,,,6174.0,1.302,1.165,1020.72,300.5171067,44.3815508,neptune-like
Kepler-79 c,Kepler-79,27.4029,0.187,3.72,5.9,Mass,transit-kepler,2012,Kepler,,0.62,0.03,,,6174.0,1.302,1.165,1020.72,300.5171067,44.3815508,sub-neptune
Kepler-79 d,Kepler-79,52.0902,0.287,7.16,6.0,Mass,transit-kepler,2014,Kepler,,0.09,0.025,,,6174.0,1.302,1.165,1020.72,300.5171067,44.3815508,super-earth
Kepler-79 e,Kepler-79,81.0659,0.386,3.49,4.1,Mass,transit-kepler,2014,Kepler,,0.53,0.012,,,6174.0,1.302,1.165,1020.72,300.5171067,44.3815508,sub-neptune
Kepler-790 b,Kepler-790,13.73469807,0.10590399830443342,2.18,,,transit-kepler,2016,Kepler,,,,,,5208.0,0.8,0.84,703.168,286.9171489,38.8722123,neptune-like
Kepler-791 b,Kepler-791,14.5539759,0.12732354892272027,3.05,,,transit-kepler,2016,Kepler,,,,,,6383.0,1.47,1.3,1266.34,293.5958044,39.0294267,neptune-like
Kepler-792 b,Kepler-792,11.30119217,0.10142963348703252,1.96,,,transit-kepler,2016,Kepler,,,,,,5971.0,1.12,1.09,1425.47,292.0068239,38.8207001,super-earth
Kepler-793 b,Kepler-793,4.24153639,0.05093668457942702,1.37,,,transit-kepler,2016,Kepler,,,,,,5745.0,0.97,0.98,985.699,295.2167334,38.7744269,super-earth
Kepler-794 b,Kepler-794,11.13125132,0.10339149845226807,2.11,,,transit-kepler,2016,Kepler,,,,,,5839.0,1.38,1.19,931.192,288.1336793,38.9968923,sub-neptune
Kepler-795 b,Kepler-795,29.6193421,0.1835267638351189,1.68,,,transit-kepler,2016,Kepler,,,,,,5631.0,0.96,0.94,492.122,291.0189951,38.5455728,super-earth
Kepler-796 b,Kepler-796,6.40087618,0.06585576270931108,1.3,,,transit-kepler,2016,Kepler,,,,,,5475.0,1.09,0.93,817.584,287.3078999,39.1447097,super-earth
Kepler-797 b,Kepler-797,27.07237711,0.17406622945867115,2.17,,,transit-kepler,2016,Kepler,,,,,,5680.0,0.95,0.96,1315.26,297.2089078,41.781645,neptune-like
Kepler-798 b,Kepler-798,13.71933369,0.11885319211176398,2.39,,,transit-kepler,2016,Kepler,,,,,,6224.0,1.29,1.19,972.274,292.4782785,42.1422821,neptune-like
Kepler-799 b,Kepler-799,133.4605235,0.5024385281582427,6.88,,,transit-kepler,2016,Kepler,,,,,,5681.0,0.93,0.95,,287.1748966,44.8784754,cold-jupiter
Kepler-799 c,Kepler-799,15.19419956,0.12128617206757464,2.78068551,,,transit-kepler,2021,Kepler,,,,,,5588.0,1.593,1.031,,287.1748966,44.8784754,neptune-like
Kepler-8 b,Kepler-8,3.5224991,0.0474,15.871944,187.5197,Mass,transit-kepler,2010,Kepler,1680.0,0.27,,,,6213.0,1.486,1.213,1021.87,281.2881335,42.4510975,hot-jupiter
Kepler-80 b,Kepler-80,7.05246,0.0648,2.67,6.93,Mass,transit-kepler,2012,Kepler,,1.38,,,K5,4540.0,0.678,0.73,369.451,296.1125759,39.9787451,sub-neptune
Kepler-80 c,Kepler-80,9.52355,0.0792,2.74,6.74,Mass,transit-kepler,2012,Kepler,,1.22,,,K5,4540.0,0.678,0.73,369.451,296.1125759,39.9787451,sub-neptune
Kepler-80 d,Kepler-80,3.07222,0.0372,1.53,6.75,Mass,transit-kepler,2014,Kepler,,7.04,,,K5,4540.0,0.678,0.73,369.451,296.1125759,39.9787451,super-earth
Kepler-80 e,Kepler-80,4.64489,0.0491,1.6,4.13,Mass,transit-kepler,2014,Kepler,,3.75,,,K5,4540.0,0.678,0.73,369.451,296.1125759,39.9787451,super-earth
Kepler-80 f,Kepler-80,0.9867873,0.0175,1.21,,,transit-kepler,2016,Kepler,,,,,K5,4540.0,0.678,0.73,369.451,296.1125759,39.9787451,rocky
Kepler-80 g,Kepler-80,14.64558,0.1100956765760315,1.13,,,transit-kepler,2017,Kepler,418.0,,,,,4540.0,0.678,0.83,369.451,296.1125759,39.9787451,rocky
Kepler-800 b,Kepler-800,14.13176026,0.10836199689706162,2.85,,,transit-kepler,2016,Kepler,,,,,,5315.0,0.82,0.85,1019.26,286.5747697,44.7951858,neptune-like
Kepler-801 b,Kepler-801,11.41928253,0.08684083618862248,2.0,,,transit-kepler,2016,Kepler,,,,,,4435.0,0.63,0.67,440.426,286.0751815,44.6646277,sub-neptune
Kepler-802 b,Kepler-802,40.0587473,0.22364837269293333,3.54,,,transit-kepler,2016,Kepler,,,,,,5507.0,0.9,0.93,780.585,286.0157998,45.0077413,neptune-like
Kepler-803 b,Kepler-803,50.28638192,0.2710003652866368,3.79,,,transit-kepler,2016,Kepler,,,,,,5919.0,1.12,1.05,639.771,299.2216728,44.6939033,neptune-like
Kepler-804 b,Kepler-804,14.37457351,0.1160852266412399,1.94,,,transit-kepler,2016,Kepler,,,,,,5817.0,1.05,1.01,649.65,293.3722109,44.7851812,super-earth
Kepler-804 c,Kepler-804,9.65185017,0.08901311975117189,1.14,,,transit-kepler,2016,Kepler,,,,,,5817.0,1.05,1.01,649.65,293.3722109,44.7851812,rocky
Kepler-805 b,Kepler-805,30.8638931,0.2040591037172003,2.89,,,transit-kepler,2016,Kepler,,,,,,6112.0,1.65,1.19,638.49,293.2300178,45.053364,neptune-like
Kepler-806 b,Kepler-806,8.09219642,0.07861930355003613,1.14,,,transit-kepler,2016,Kepler,,,,,,5770.0,1.16,0.99,361.896,296.0071956,44.8535698,rocky
Kepler-808 b,Kepler-808,0.631332353,0.013143662879872633,1.46,,,transit-kepler,2016,Kepler,,,,,,4653.0,0.71,0.76,,291.5941514,48.4454907,super-earth
Kepler-809 b,Kepler-809,55.63934,0.2842755847854612,3.01,,,transit-kepler,2016,Kepler,,,,,,5734.0,0.98,0.99,961.405,289.0836324,48.0180689,neptune-like
Kepler-81 b,Kepler-81,5.955,0.055409940711943564,2.42,,,transit-kepler,2012,Kepler,,,,,,,0.59,0.64,348.291,293.6369437,42.8248275,neptune-like
Kepler-81 c,Kepler-81,12.04,0.08859669055602216,2.37,,,transit-kepler,2012,Kepler,,,,,,,0.59,0.64,348.291,293.6369437,42.8248275,neptune-like
Kepler-81 d,Kepler-81,20.837846,0.128,1.21,,,transit-kepler,2014,Kepler,,,,,,4500.0,0.595,,348.291,293.6369437,42.8248275,rocky
Kepler-810 b,Kepler-810,4.59725385,0.054645102964605445,1.93,,,transit-kepler,2016,Kepler,,,,,,5803.0,1.04,1.03,1458.59,296.6148615,48.0825642,super-earth
Kepler-811 b,Kepler-811,23.58447697,0.16148461079338197,2.7,,,transit-kepler,2016,Kepler,,,,,,5747.0,1.24,1.01,985.041,285.4241593,47.8345586,neptune-like
Kepler-812 b,Kepler-812,10.11716531,0.10361797051116291,3.55,,,transit-kepler,2016,Kepler,,,,,,6761.0,1.71,1.45,1482.74,288.8552821,48.208517,neptune-like
Kepler-813 b,Kepler-813,19.12947337,0.13760991548859158,2.14,,,transit-kepler,2016,Kepler,,,,,,5743.0,0.93,0.95,,285.6626752,48.4353251,sub-neptune
Kepler-814 b,Kepler-814,6.1469851,0.06880403434829804,2.12,,,transit-kepler,2016,Kepler,,,,,,6162.0,1.22,1.15,2055.77,284.9105256,48.4315896,sub-neptune
Kepler-815 b,Kepler-815,8.57503552,0.08832164306308458,4.11,,,transit-kepler,2016,Kepler,,,,,,5028.0,3.42,1.25,1259.28,285.2211238,47.8813037,neptune-like
Kepler-816 b,Kepler-816,10.506825646,0.09064315991187369,10.24,,,transit-kepler,2016,Kepler,,,,,,5286.0,0.85,0.9,983.697,293.3628165,39.2124394,cold-jupiter
Kepler-817 b,Kepler-817,3.990106229,0.04972123384549246,9.03,,,transit-kepler,2016,Kepler,,,,,,5861.0,1.03,1.03,1484.46,296.0818498,39.161614,hot-jupiter
Kepler-818 b,Kepler-818,10.035385814,0.08919459077569525,5.11,,,transit-kepler,2016,Kepler,,,,,,5638.0,0.92,0.94,925.037,296.2351072,39.3702865,sub-neptune
Kepler-819 b,Kepler-819,33.1995648,0.19224760045291428,2.76,,,transit-kepler,2016,Kepler,,,,,,5279.0,0.81,0.86,664.306,295.3708312,39.1772925,neptune-like
Kepler-82 b,Kepler-82,26.44,0.1683,4.07,12.15,Mass,transit-kepler,2012,Kepler,,0.98,0.0033,,,,0.898,0.91,904.326,292.8733696,42.9661583,neptune-like
Kepler-82 c,Kepler-82,51.54,0.2626,5.34,13.9,Mass,transit-kepler,2012,Kepler,,0.494,0.007,,,,0.898,0.91,904.326,292.8733696,42.9661583,neptune-like
Kepler-82 d,Kepler-82,2.382961,0.034,1.77,,,transit-kepler,2014,Kepler,,,,,,5428.0,0.945,,904.326,292.8733696,42.9661583,super-earth
Kepler-82 e,Kepler-82,5.902206,0.063,2.47,,,transit-kepler,2014,Kepler,,,,,,5428.0,0.945,,904.326,292.8733696,42.9661583,neptune-like
Kepler-82 f,Kepler-82,75.732,0.3395,,20.9,Mass,transit-other,2019,KOINet,,,0.0014,,,,0.898,0.91,904.326,292.8733696,42.9661583,neptune-like
Kepler-820 b,Kepler-820,127.8338098,0.5321148456241079,6.09,,,transit-kepler,2016,Kepler,,,,,,6260.0,1.36,1.23,1387.2,291.0201523,39.2206091,sub-neptune
Kepler-821 b,Kepler-821,1.92279873,0.028553246636668188,1.31,,,transit-kepler,2016,Kepler,,,,,,5191.0,0.8,0.84,614.571,285.6173937,39.3794684,super-earth
Kepler-822 b,Kepler-822,3.222969273,0.04353908007681229,1.77,,,transit-kepler,2016,Kepler,,,,,,5928.0,1.08,1.06,860.391,292.2760929,39.5501136,super-earth
Kepler-823 b,Kepler-823,4.16809082,0.05034696833240986,1.57,,,transit-kepler,2016,Kepler,,,,,,5643.0,0.96,0.98,1389.27,284.5825682,39.2201737,super-earth
Kepler-824 b,Kepler-824,4.51436633,0.056006314625420744,1.87,,,transit-kepler,2016,Kepler,,,,,,6035.0,1.22,1.15,1201.4,290.477406,39.7319975,super-earth
Kepler-825 b,Kepler-825,3.77360059,0.047905959822895895,1.53,,,transit-kepler,2016,Kepler,,,,,,5976.0,1.08,1.03,807.85,294.769825,39.3984081,super-earth
Kepler-825 c,Kepler-825,8.1818246,0.08025135398535684,1.84,,,transit-kepler,2016,Kepler,,,,,,5976.0,1.08,1.03,807.85,294.769825,39.3984081,super-earth
Kepler-826 b,Kepler-826,4.48758907,0.05411840698532047,1.25,,,transit-kepler,2016,Kepler,,,,,,6079.0,1.15,1.05,779.596,284.8601128,39.2405076,super-earth
Kepler-827 b,Kepler-827,51.92927591,0.26589428998868264,5.63,,,transit-kepler,2016,Kepler,,,,,,5602.0,0.91,0.93,2046.68,294.9660027,42.7085608,sub-neptune
Kepler-828 b,Kepler-828,0.567857136,0.012510103853796117,1.51,,,transit-kepler,2016,Kepler,,,,,,5039.0,0.77,0.81,575.322,286.8872555,42.4712271,super-earth
Kepler-829 b,Kepler-829,6.88337562,0.07034223908333974,2.11,,,transit-kepler,2016,Kepler,,,,,,5698.0,0.97,0.98,1073.76,282.3328312,42.4638125,sub-neptune
Kepler-83 b,Kepler-83,9.77,0.07787251563269221,2.83,,,transit-kepler,2012,Kepler,,,,,,,0.61,0.66,400.409,282.2325197,43.6655662,neptune-like
Kepler-83 c,Kepler-83,20.09,0.12592379005468105,2.36,,,transit-kepler,2012,Kepler,,,,,,,0.61,0.66,400.409,282.2325197,43.6655662,neptune-like
Kepler-83 d,Kepler-83,5.169796,0.051,1.94,,,transit-kepler,2014,Kepler,,,,,,4648.0,0.594,,400.409,282.2325197,43.6655662,super-earth
Kepler-830 b,Kepler-830,11.29695137,0.10078021541771497,1.7,,,transit-kepler,2016,Kepler,,,,,,6037.0,1.11,1.07,,295.054238,42.7568316,super-earth
Kepler-831 b,Kepler-831,5.62153941,0.061667321901823544,1.27,,,transit-kepler,2016,Kepler,,,,,,5732.0,0.97,0.99,593.54,294.9855607,42.7277355,super-earth
Kepler-832 b,Kepler-832,7.1396941,0.07057575442537463,2.06,,,transit-kepler,2016,Kepler,,,,,,5596.0,0.9,0.92,1688.12,295.9261101,45.383869,sub-neptune
Kepler-833 b,Kepler-833,18.7546998,0.11905288375421304,2.02,,,transit-kepler,2016,Kepler,,,,,,4339.0,0.62,0.64,467.37,290.4799052,45.6005798,sub-neptune
Kepler-834 b,Kepler-834,13.32388301,0.09766217770030595,2.02,,,transit-kepler,2016,Kepler,,,,,,4554.0,0.66,0.7,633.937,287.0544674,45.1803351,sub-neptune
Kepler-835 b,Kepler-835,11.41909375,0.10182057089859274,2.79,,,transit-kepler,2016,Kepler,,,,,,5954.0,1.11,1.08,2406.33,283.5742181,45.7348003,neptune-like
Kepler-836 b,Kepler-836,11.36112327,0.09988488482755355,2.73,,,transit-kepler,2016,Kepler,,,,,,5895.0,1.04,1.03,980.035,287.4527659,45.7043964,neptune-like
Kepler-837 b,Kepler-837,16.56059504,0.12044722086358821,2.56,,,transit-kepler,2016,Kepler,,,,,,5403.0,0.81,0.85,901.907,285.2467607,45.95011,neptune-like
Kepler-838 b,Kepler-838,15.74957994,0.1221409215034397,2.73,,,transit-kepler,2016,Kepler,,,,,,5770.0,0.96,0.98,1104.04,285.4354695,45.975959,neptune-like
Kepler-839 b,Kepler-839,37.8144514,0.23559441811799522,2.57,,,transit-kepler,2016,Kepler,,,,,,6058.0,1.31,1.22,944.561,291.074684,45.242544,neptune-like
Kepler-84 b,Kepler-84,8.726,0.08295005074269467,2.23,,,transit-kepler,2012,Kepler,,,,,,,1.43,1.0,1023.9,298.2520208,40.4960842,neptune-like
Kepler-84 c,Kepler-84,12.883,0.10755184249650253,2.36,,,transit-kepler,2012,Kepler,,,,,,,1.43,1.0,1023.9,298.2520208,40.4960842,neptune-like
Kepler-84 d,Kepler-84,4.224537,0.052,1.38,,,transit-kepler,2014,Kepler,,,,,,6031.0,1.169,,1023.9,298.2520208,40.4960842,super-earth
Kepler-84 e,Kepler-84,27.434389,0.181,2.6,,,transit-kepler,2014,Kepler,,,,,,6031.0,1.169,,1023.9,298.2520208,40.4960842,neptune-like
Kepler-84 f,Kepler-84,44.552169,0.25,2.2,,,transit-kepler,2014,Kepler,,,,,,6031.0,1.169,,1023.9,298.2520208,40.4960842,neptune-like
Kepler-841 b,Kepler-841,124.4198398,0.4620325622861007,5.23,,,transit-kepler,2016,Kepler,,,,,,5324.0,0.81,0.85,998.961,284.2513637,48.8095962,sub-neptune
Kepler-842 b,Kepler-842,1.21956827,0.020564056838563077,1.6,,,transit-kepler,2016,Kepler,,,,,,4848.0,0.73,0.78,532.726,292.3285976,49.6535171,super-earth
Kepler-843 b,Kepler-843,2.053879821,0.03183146250765859,2.59,,,transit-kepler,2016,Kepler,,,,,,5830.0,1.03,1.02,1165.66,296.3219786,48.9714373,neptune-like
Kepler-844 b,Kepler-844,2.613020856,0.03114003561025798,1.68,,,transit-kepler,2016,Kepler,,,,,,4128.0,0.57,0.59,431.776,287.8578541,48.7739646,super-earth
Kepler-845 b,Kepler-845,0.927859821,0.01721090840430358,2.04,,,transit-kepler,2016,Kepler,,,,,,4913.0,0.75,0.79,431.051,290.9576363,49.2037262,sub-neptune
Kepler-846 b,Kepler-846,19.80792185,0.14034870531374183,2.48,,,transit-kepler,2016,Kepler,,,,,,5579.0,0.91,0.94,1127.12,287.0570731,49.0460112,neptune-like
Kepler-847 b,Kepler-847,2.343231895,0.03244711299109598,1.18,,,transit-kepler,2016,Kepler,,,,,,4940.0,0.77,0.83,513.103,283.5048144,49.4509371,rocky
Kepler-848 b,Kepler-848,6.91134416,0.07124515266100723,1.7,,,transit-kepler,2016,Kepler,,,,,,5695.0,1.2,1.01,1378.47,293.2882949,48.8116114,super-earth
Kepler-849 b,Kepler-849,394.62508,1.137,8.08167508,298.75870258,Mass,transit-kepler,2016,Kepler,362.7,3.09,0.078,2.86,,5950.0,1.822,1.259,822.134,290.8517961,48.5213243,cold-jupiter
Kepler-85 b,Kepler-85,8.3,0.07825424467768757,1.778,1.84,Mass,transit-kepler,2012,Kepler,,1.819493,0.02,,,5505.2,0.875,0.928,765.025,290.9734395,45.2902761,rocky
Kepler-85 c,Kepler-85,12.51,0.10287125752546247,1.978,2.15,Mass,transit-kepler,2012,Kepler,,1.527272,0.027,,,5505.2,0.875,0.928,765.025,290.9734395,45.2902761,super-earth
Kepler-85 d,Kepler-85,17.91323,0.13,1.2,,,transit-kepler,2014,Kepler,,,,,,5436.0,0.893,,765.025,290.9734395,45.2902761,rocky
Kepler-85 e,Kepler-85,25.216751,0.163,1.27,,,transit-kepler,2014,Kepler,,,,,,5436.0,0.893,,765.025,290.9734395,45.2902761,super-earth
Kepler-850 b,Kepler-850,7.19303878,0.07435612345884329,1.78,,,transit-kepler,2016,Kepler,,,,,,5932.0,1.09,1.06,1661.28,293.0844515,48.5753645,super-earth
Kepler-851 b,Kepler-851,8.50699658,0.07844899024609214,1.68,,,transit-kepler,2016,Kepler,,,,,,5455.0,0.85,0.89,839.255,294.6802199,49.1401106,super-earth
Kepler-852 b,Kepler-852,44.9309804,0.2621115150684648,2.54,,,transit-kepler,2016,Kepler,,,,,,6100.0,1.16,1.19,1619.03,297.3915863,48.5606875,neptune-like
Kepler-853 b,Kepler-853,7.16892463,0.07941276373895358,1.69,,,transit-kepler,2016,Kepler,,,,,,6350.0,1.55,1.3,568.676,283.936781,49.1102748,super-earth
Kepler-855 b,Kepler-855,7.886631104,0.07830928824244389,8.35,,,transit-kepler,2016,Kepler,,,,,,5835.0,1.03,1.03,1506.58,295.0949565,43.537565,hot-jupiter
Kepler-856 b,Kepler-856,8.027680595,0.07740285577514856,9.3,,,transit-kepler,2016,Kepler,,,,,,5535.0,0.93,0.96,1351.17,289.6038379,46.3149097,hot-jupiter
Kepler-857 b,Kepler-857,85.35129427,0.37811594278663896,6.8,,,transit-kepler,2016,Kepler,,,,,,5773.0,0.99,0.99,983.502,294.6323978,43.4004526,cold-jupiter
Kepler-858 b,Kepler-858,76.13602028,0.346809013300729,4.87,,,transit-kepler,2016,Kepler,,,,,,5653.0,0.91,0.96,298.532,288.8488552,51.2090375,sub-neptune
Kepler-859 b,Kepler-859,20.38177573,0.1361223805550006,3.09,,,transit-kepler,2016,Kepler,,,,,,5020.0,0.77,0.81,839.903,286.7418337,43.1901197,neptune-like
Kepler-860 b,Kepler-860,5.101379454,0.05875922365993239,3.24,,,transit-kepler,2016,Kepler,,,,,,5836.0,1.06,1.04,1056.36,295.5772681,46.2547028,neptune-like
Kepler-861 b,Kepler-861,3.949631375,0.045770133290231156,2.28,,,transit-kepler,2016,Kepler,,,,,,5047.0,0.78,0.82,850.327,292.3539624,46.2262465,neptune-like
Kepler-862 b,Kepler-862,3.148664534,0.04028886219327875,2.21,,,transit-kepler,2016,Kepler,,,,,,5333.0,0.84,0.88,1039.03,297.7792466,46.4926688,neptune-like
Kepler-863 b,Kepler-863,15.59461874,0.12050732207299489,2.9,,,transit-kepler,2016,Kepler,,,,,,5678.0,0.95,0.96,1499.66,297.6644677,43.2489903,neptune-like
Kepler-864 b,Kepler-864,5.83376092,0.06342185418790329,2.4,,,transit-kepler,2016,Kepler,,,,,,5754.0,1.0,1.0,2022.9,285.0570943,46.3206074,neptune-like
Kepler-864 c,Kepler-864,2.42150341,0.0382,1.62,,,transit-kepler,2023,Kepler,1532.0,,0.0,1305.04,,6213.0,1.195,1.27,2022.9,285.0570943,46.3206074,super-earth
Kepler-865 b,Kepler-865,14.16399294,0.11182990797644303,2.49,,,transit-kepler,2016,Kepler,,,,,,5570.0,0.92,0.93,586.137,297.7242257,43.5272796,neptune-like
